,index,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,ordering,title,region,language,types,attributes,isOriginalTitle,Description
1447,2200,tt0805669,tvSeries,Ugly Betty,Ugly Betty,0,2006,2010,60,"Comedy,Drama,Romance",6.7,45150,16,Ugly Betty,IN,en,imdbDisplay,\N,0,"The series focuses on the life of wannabe writer Betty Suarez, a plain girl from Queens, N.Y., who is smart, hardworking and savvy but has a different sense of style. When publishing mogul Bradford Meade puts his son Daniel in charge of his Mode magazine, he hires Betty to be Daniel's new assistant -- mostly because he knows that she may be the only woman in Manhattan with whom the younger man won't sleep."
1448,2201,tt0807832,tvSeries,Mushi-Shi,Mushishi,0,2005,2014,25,"Animation,Drama,Fantasy",8.5,14067,10,Mushishi,IN,en,imdbDisplay,\N,0,Ginko helps people with supernatural problems related to the Mushi.
1449,2202,tt0808096,tvSeries,Primeval,Primeval,0,2007,2011,60,"Action,Adventure,Drama",7.2,14993,25,Primeval,IN,en,imdbDisplay,\N,0,"Strange, unexplained ""anomalies"" have ripped multiple holes in the fabric of time and space, allowing dangerous (and dangerously hungry) creatures from the distant past to lumber onto the streets of modern Britain. A crack team of specialists were appointed by the government to investigate and control these ""creature incursions,"" creating the Anomaly Research Center (ARC), which is now jointly owned by the government and by entrepreneurial scientist Philip Burton. The ruthless, manipulative Burton heads ARC's control center, often butting heads with government official James Lester, while zoologist Matt Anderson leads a capable crew in the field. They are under siege, however -- anomalies are becoming more numerous, unpredictable and dangerous than ever before, and the end of the world seems to be just around the corner."
1450,2206,tt0808357,movie,"Lust, Caution","Se, jie",0,2007,\N,157,"Drama,History,Romance",7.5,43823,17,"Se, Jie",IN,en,imdbDisplay,\N,0,"During World War II a secret agent (Tang Wei) must seduce, then assassinate an official (Tony Leung Chiu Wai) who works for the Japanese puppet government in Shanghai. Her mission becomes clouded when she finds herself falling in love with the man she is assigned to kill."
1451,2207,tt0808417,movie,Persepolis,Persepolis,0,2007,\N,96,"Animation,Biography,Drama",8.0,97368,12,Persepolis,IN,en,imdbDisplay,\N,0,"Based on Satrapi's graphic novel about her life in pre and post-revolutionary Iran and then in Europe. The film traces Satrapi's growth from child to rebellious, punk-loving teenager in Iran. In the background are the growing tensions of the political climate in Iran in the 70s and 80s, with members of her liberal-leaning family detained and then executed, and the background of the disastrous Iran/Iraq war."
1452,2208,tt0808506,movie,The Girl Who Leapt Through Time,Toki o kakeru shôjo,0,2006,\N,98,"Adventure,Animation,Comedy",7.7,68614,4,The Girl Who Leapt Through Time,IN,en,imdbDisplay,\N,0,A teenage girl tries to use her newfound ability to travel through time to her advantage.
1453,2209,tt0809497,tvSeries,Tell Me You Love Me,Tell Me You Love Me,0,2007,2007,60,"Drama,Romance",7.3,4084,22,Tell Me You Love Me,IN,en,imdbDisplay,\N,0,"Dr. May Foster, a marital therapist, counsels patients grappling with issues of intimacy and commitment. Among those seeking help are David, a doting husband and father but, at 40, someone who is having trouble enjoying sexual intimacy with his wife, Katie, a former advertising executive; Carolyn Stenton, a high-powered attorney, who yearns to have a child with her hushand, Palek, who is struggling with major ""daddy issues"" of his own; and Hugo, whose engagement to girlfriend Jamie may be derailed unless he can overcome his misgivings about a lifetime of monogamy."
1454,2211,tt0810788,tvSeries,Burn Notice,Burn Notice,0,2007,2013,44,"Action,Crime,Drama",8.0,76864,37,Burn Notice,IN,en,imdbDisplay,\N,0,"Michael Westen is steamed -- or, more precisely, burned. His career as a spy ends when he gets a ""burn notice,"" the covert equivalent of a pink slip. Stuck in his hometown of Miami, he intends to find out who did this to him and why, although that's not easy to do: With the burn notice attached to his name, he is cut off from his usual contacts and has to fly under the radar of the intelligence network lest he tip off his secret enemy. So it's a good thing he can rely on help from Fiona, his ex-girlfriend and IRA spy, and his friend Sam, also a former spy. Then there's Madeline, Michael's mother, a hypochondriac but probably not a spy."
1455,2212,tt0810819,movie,The Danish Girl,The Danish Girl,0,2015,\N,119,"Biography,Crime,Drama",7.1,193053,39,The Danish Girl,IN,en,imdbDisplay,\N,0,"With support from his loving wife Gerda (Alicia Vikander), artist Einar Wegener (Eddie Redmayne) prepares to undergo one of the first sex-change operations."
1456,2213,tt0811066,movie,Shootout at Lokhandwala,Shootout at Lokhandwala,0,2007,\N,122,"Action,Crime,History",7.1,10589,5,Shootout at Lokhandwala,IN,en,imdbDisplay,\N,0,A shootout takes place between police and two criminals in India. Based on a 1991 event.
1457,2214,tt0812243,movie,Ex Drummer,Ex Drummer,0,2007,\N,104,"Comedy,Crime,Drama",6.9,10684,15,Ex Drummer,IN,en,imdbDisplay,\N,0,Three rock musicians find a drummer whose dark ambitions may ruin them all.
1458,2215,tt0813715,tvSeries,Heroes,Heroes,0,2006,2010,45,"Drama,Fantasy,Sci-Fi",7.5,246548,4,Heroes,IN,en,imdbDisplay,\N,0,Ordinary people around the world discover they have super powers. Their lives intertwine as they work together to prevent a catastrophic future.
1459,2216,tt0814314,movie,Seven Pounds,Seven Pounds,0,2008,\N,123,Drama,7.6,309067,40,Seven Pounds,IN,en,imdbDisplay,\N,0,"A life-shattering secret torments Ben Thomas (Will Smith). In order to find redemption, he sets out to change the lives of seven strangers. Over the course of his journey, he meets and falls in love with a cardiac patient named Emily (Rosario Dawson), and in so doing, complicates his mission."
1460,2217,tt0816258,movie,Pokiri,Pokiri,0,2006,\N,164,"Action,Crime,Thriller",8.0,15063,3,Pokiri,IN,en,imdbDisplay,\N,0,"A police officer goes under cover as a hit man, falls in love with an aerobics instructor and wages war on a mafia gang."
1461,2221,tt0816442,movie,The Book Thief,The Book Thief,0,2013,\N,131,"Drama,War",7.5,139264,13,The Book Thief,IN,en,imdbDisplay,\N,0,"In 1938, young orphan Liesel (Sophie Nélisse) arrives at the home of her new foster parents, Hans (Geoffrey Rush) and Rosa (Emily Watson). When Hans, a kindly housepainter, learns that Liesel cannot read, he teaches the child the wonders of the written language. Liesel grows to love books, even rescuing one from a Nazi bonfire. Though Liesel's new family barely scrape by, their situation becomes even more precarious when they secretly shelter a Jewish boy whose father once saved Hans' life."
1462,2222,tt0816711,movie,World War Z,World War Z,0,2013,\N,116,"Action,Adventure,Horror",7.0,690023,10,World War Z,IN,en,imdbDisplay,\N,0,"When former U.N. investigator Gerry Lane (Brad Pitt) and his family get stuck in urban gridlock, he senses that it's no ordinary traffic jam. His suspicions are confirmed when, suddenly, the city erupts into chaos. A lethal virus, spread through a single bite, is turning healthy people into something vicious, unthinking and feral. As the pandemic threatens to consume humanity, Gerry leads a worldwide search to find the source of the infection and, with luck, a way to halt its spread."
1463,2223,tt0817177,movie,Flipped,Flipped,0,2010,\N,90,"Comedy,Drama,Romance",7.7,93853,3,Flipped,IN,en,imdbDisplay,\N,0,"When they meet in second grade, Juli Baker falls instantly in love with her neighbor, Bryce Loski. Bryce, however, does not feel the spark. From that day forward, he (Callan McAuliffe) tries hard to keep brash and unpredictable Juli (Madeline Carroll) at bay. After six years, she begins to feel that she was wrong about him being the love of her life. Unfortunately, that is just about the time that Bryce begins to think he was wrong about Juli, too."
1464,2225,tt0821638,tvMovie,Bury My Heart at Wounded Knee,Bury My Heart at Wounded Knee,0,2007,\N,133,"Drama,History,Western",7.1,7078,19,Bury My Heart at Wounded Knee,IN,en,imdbDisplay,\N,0,"In the 1880s, after the U. S. Army's defeat at the Battle of the Little Bighorn, the government continues to push Sioux Indians off their land. In Washington, D.C., Senator Henry Dawes (Aidan Quinn) introduces legislation to protect Native Americans rights. In South Dakota, schoolteacher Elaine Goodale (Anna Paquin) joins Sioux native and Western-educated Dr. Charles Eastman in working with tribe members. Meanwhile, Lakota Chief Sitting Bull refuses to give into mounting government pressures."
1465,2227,tt0822854,movie,Shooter,Shooter,0,2007,\N,124,"Action,Drama,Thriller",7.1,344429,23,Shooter,IN,en,imdbDisplay,\N,0,"A top Marine sniper, Bob Lee Swagger (Mark Wahlberg), leaves the military after a mission goes horribly awry and disappears without a trace. Swagger is coaxed back into service after high-profile government officials convince him to help thwart a plot against the President of the United States. Swagger realizes he has been betrayed and becomes the target of a nationwide manhunt. Instead of hiding, he seeks revenge against some of the most powerful and corrupt leaders in the free world."
1466,2228,tt0824316,movie,Dor,Dor,0,2006,\N,147,Drama,8.0,6172,4,Dor,IN,en,imdbDisplay,\N,0,"Although two women live miles apart from each other, tragedy keeps them connected."
1467,2229,tt0824330,movie,Female Agents,Les femmes de l'ombre,0,2008,\N,148,"Drama,War",6.7,7801,28,Les Femmes De L'ombre,IN,en,imdbDisplay,\N,0,Recruited French servicewomen rescue a British geologist and kill a German colonel in World War II.
1468,2230,tt0824747,movie,Changeling,Changeling,0,2008,\N,141,"Biography,Crime,Drama",7.8,260385,46,Changeling,IN,en,imdbDisplay,\N,0,"Composer John Russell (George C. Scott) is vacationing with his family when a car accident kills his wife and daughter. Distraught with grief, Russell leaves his home in New York City for a giant, secluded house near Seattle. Soon Russell starts to feel the presence of a ghost, a boy who drowned in the bathtub there. Russell seeks the assistance of Claire Norman (Trish Van Devere), who led him to the house initially, in uncovering the secrets of the boy's death."
1469,2231,tt0825232,movie,The Bucket List,The Bucket List,0,2007,\N,97,"Adventure,Comedy,Drama",7.4,252565,39,The Bucket List,IN,en,imdbDisplay,\N,0,"Billionaire Edward Cole (Jack Nicholson) and car mechanic Carter Chambers (Morgan Freeman) are complete strangers, until fate lands them in the same hospital room. The men find they have two things in common: a need to come to terms with who they are and what they have done with their lives, and a desire to complete a list of things they want to see and do before they die. Against their doctor's advice, the men leave the hospital and set out on the adventure of a lifetime."
1470,2232,tt0825236,movie,Caramel,Sukkar banat,0,2007,\N,95,"Comedy,Drama,Romance",7.1,14289,1,Sukkar Banat,IN,en,imdbDisplay,\N,0,"A beauty salon in Beirut is a safe haven for five women in this Lebanese romantic comedy. Shop owner Layale (Nadine Labaki) consults her employees about a problematic affair, stylist Rima (Joanna Markouzel) does not know how to handle her attraction to a female client, and seamstress Rose abandons her own ambitions to care for her family. With the support of their friends in their familiar salon, the women search for the answers to questions of life, love and happiness."
1471,2233,tt0825239,movie,Counter Investigation,Contre-enquête,0,2007,\N,85,"Crime,Thriller",6.7,3599,6,Counter Investigation,IN,en,imdbDisplay,\N,0,"Richard Malinowski (Jean Dujardin) is a workaholic cop who rarely gets to see his 10-year-old daughter. So when she's abducted and murdered, his grief and guilt are all-consuming. His colleagues make the case their top priority and swiftly arrest Daniel Eckmann (Laurent Lucas). Eckmann begins writing Malinowski from prison, claiming his innocence and offering exonerating evidence. The two must work together to try and catch the real killer and make sure justice is served."
1472,2235,tt0827517,movie,Reprise,Reprise,0,2006,\N,105,Drama,7.3,14334,26,Reprise,IN,en,imdbDisplay,\N,0,"Nearly three decades following a failed strike, factory workers gather to reminisce."
1473,2236,tt0829482,movie,Superbad,Superbad,0,2007,\N,113,Comedy,7.6,602824,34,Superbad,IN,en,imdbDisplay,\N,0,"High school seniors Seth and Evan have high hopes for a graduation party. The co-dependent teens plan to score booze and babes so they can become part of the in-crowd, but separation anxiety and two bored police officers complicate the pair's self-proclaimed mission."
1474,2237,tt0830361,tvMiniSeries,The Lost Room,The Lost Room,0,2006,2006,270,"Action,Fantasy,Mystery",8.1,32188,33,The Lost Room,IN,en,imdbDisplay,\N,0,"Pittsburgh detective Joe Miller embarks on a desperate search for his young daughter, Anna, who disappeared from an eerie room in an abandoned New Mexico motel. That room now exists outside of normal time and space, and Joe must find a series of occult objects to use as tools to locate the key to opening the ""lost room."" His quest is complicated by others who seek to find the objects for their own hidden motives."
